56	0
56	0
59	0
59	0
63	0
63	0
68	0
68	0
67	0
67	0
68	0
68	0
66	0
66	0
68	0
68	0
65	0
65	0
68	0
68	0
64	0
64	0
68	0
68	0
63	0
63	0
68	0
68	0
67	0
67	0
68	0
68	0
62	0
62	0
65	0
65	0
59	0
59	0
58	0
58	0
59	0
59	0
61	0
61	0
58	0
58	0
56	0
56	0
54	39
54	39
54	42
54	42
63	46
63	46
63	51
63	51
0	50
0	50
70	51
70	51
71	49
71	49
70	51
70	51
68	48
68	48
66	51
66	51
65	47
65	47
68	51
68	51
66	46
66	46
66	51
66	51
66	50
66	50
66	51
66	51
66	45
66	45
65	48
65	48
63	42
63	42
62	41
62	41
63	42
63	42
65	45
65	45
62	41
62	41
63	39
63	39
65	38
65	38
58	38
58	38
62	46
62	46
65	46
65	46
68	0
68	0
62	58
62	58
65	59
65	59
68	58
68	58
71	56
71	56
70	54
70	54
68	53
68	53
71	56
71	56
70	54
70	54
68	54
68	54
66	54
66	54
65	54
65	54
63	54
63	54
62	53
62	53
60	51
60	51
58	50
58	50
66	51
66	51
66	53
66	53
66	49
66	49
66	51
66	51
66	36
66	36
56	36
56	36
60	44
60	44
63	44
63	44
66	0
66	0
60	56
60	56
63	57
63	57
66	56
66	56
69	54
69	54
68	52
68	52
66	51
66	51
69	54
69	54
68	52
68	52
66	52
66	52
64	52
64	52
63	52
63	52
61	52
61	52
60	51
60	51
58	49
58	49
56	48
56	48
64	49
64	49
64	51
64	51
64	47
64	47
64	49
64	49
64	34
64	34
61	34
61	34
54	42
54	42
56	42
56	42
58	0
58	0
59	44
59	44
61	46
61	46
63	47
63	47
64	49
64	49
66	51
66	51
68	52
68	52
70	49
70	49
71	51
71	51
70	49
70	49
73	52
73	52
71	51
71	51
70	49
70	49
68	47
68	47
66	46
66	46
64	44
64	44
63	42
63	42
71	44
71	44
61	40
61	40
70	42
70	42
59	39
59	39
63	39
63	39
66	47
66	47
71	47
71	47
70	0
70	0
71	54
71	54
69	56
69	56
71	54
71	54
68	52
68	52
71	51
71	51
67	49
67	49
71	52
71	52
66	51
66	51
71	51
71	51
70	51
70	51
71	51
71	51
65	51
65	51
68	49
68	49
62	47
62	47
61	46
61	46
62	47
62	47
65	46
65	46
61	47
61	47
59	49
59	49
58	42
58	42
58	46
58	46
66	49
66	49
66	54
66	54
0	53
0	53
73	54
73	54
75	52
75	52
73	54
73	54
71	51
71	51
70	54
70	54
68	50
68	50
71	54
71	54
70	49
70	49
70	54
70	54
70	53
70	53
70	54
70	54
70	48
70	48
68	51
68	51
66	45
66	45
65	44
65	44
66	45
66	45
68	48
68	48
65	44
65	44
66	42
66	42
68	41
68	41
66	41
66	41
65	37
65	37
63	37
63	37
61	41
61	41
60	41
60	41
68	44
68	44
66	44
66	44
65	49
65	49
63	49
63	49
61	41
61	41
59	41
59	41
58	49
58	49
58	47
58	47
54	46
54	46
54	44
54	44
58	42
58	42
58	41
58	41
61	49
61	49
61	47
61	47
66	46
66	46
66	44
66	44
58	42
58	42
58	40
58	40
66	39
66	39
64	39
64	39
63	35
63	35
61	35
61	35
59	39
59	39
58	39
58	39
66	42
66	42
64	42
64	42
63	47
63	47
61	47
61	47
59	39
59	39
57	39
57	39
56	47
56	47
56	45
56	45
52	44
52	44
52	42
52	42
56	40
56	40
56	39
56	39
59	47
59	47
59	45
59	45
64	44
64	44
64	42
64	42
56	40
56	40
56	39
56	39
68	44
68	44
66	42
66	42
64	40
64	40
63	39
63	39
61	37
61	37
60	36
60	36
68	44
68	44
66	42
66	42
64	40
64	40
63	39
63	39
61	37
61	37
60	36
60	36
61	37
61	37
64	40
64	40
68	44
68	44
73	49
73	49
0	48
0	48
68	49
68	49
69	47
69	47
68	49
68	49
66	46
66	46
64	49
64	49
63	45
63	45
66	49
66	49
64	44
64	44
64	49
64	49
64	48
64	48
64	49
64	49
64	43
64	43
63	46
63	46
61	40
61	40
60	39
60	39
61	40
61	40
58	42
58	42
55	39
55	39
63	37
63	37
56	35
56	35
59	35
59	35
63	44
63	44
68	44
68	44
67	0
67	0
68	51
68	51
66	52
66	52
68	51
68	51
65	49
65	49
68	47
68	47
64	46
64	46
68	49
68	49
63	47
63	47
68	47
68	47
67	47
67	47
68	47
68	47
62	47
62	47
65	46
65	46
59	44
59	44
58	43
58	43
59	44
59	44
61	46
61	46
58	43
58	43
56	44
56	44
55	46
55	46
55	39
55	39
63	43
63	43
63	46
63	46
0	49
0	49
75	43
75	43
76	46
76	46
75	49
75	49
73	52
73	52
71	51
71	51
70	49
70	49
73	52
73	52
71	51
71	51
71	49
71	49
71	47
71	47
71	46
71	46
71	44
71	44
70	43
70	43
68	41
68	41
67	39
67	39
68	47
68	47
70	47
70	47
66	47
66	47
68	47
68	47
65	47
65	47
65	37
65	37
73	41
73	41
73	44
73	44
0	47
0	47
73	41
73	41
74	44
74	44
73	47
73	47
71	50
71	50
69	49
69	49
68	47
68	47
71	50
71	50
69	49
69	49
69	47
69	47
69	45
69	45
69	44
69	44
69	42
69	42
68	41
68	41
66	39
66	39
65	37
65	37
66	45
66	45
68	45
68	45
64	45
64	45
66	45
66	45
63	45
63	45
63	42
63	42
71	35
71	35
71	37
71	37
0	39
0	39
61	40
61	40
63	42
63	42
64	44
64	44
66	45
66	45
68	47
68	47
69	49
69	49
66	51
66	51
68	52
68	52
66	51
66	51
71	56
71	56
69	54
69	54
68	53
68	53
66	50
66	50
65	49
65	49
62	47
62	47
61	45
61	45
62	54
62	54
59	44
59	44
61	53
61	53
57	42
57	42
57	45
57	45
66	49
66	49
66	54
66	54
0	53
0	53
73	54
73	54
74	52
74	52
73	54
73	54
71	51
71	51
69	54
69	54
68	50
68	50
71	54
71	54
69	49
69	49
69	54
69	54
69	53
69	53
69	54
69	54
69	48
69	48
68	51
68	51
66	45
66	45
64	44
64	44
66	45
66	45
64	48
64	48
66	44
66	44
68	42
68	42
61	40
61	40
64	40
64	40
68	49
68	49
73	49
73	49
72	0
72	0
73	56
73	56
71	57
71	57
73	56
73	56
70	54
70	54
73	52
73	52
69	51
69	51
73	54
73	54
68	52
68	52
73	52
73	52
72	52
72	52
73	52
73	52
67	52
67	52
70	51
70	51
64	49
64	49
63	48
63	48
64	49
64	49
66	46
66	46
63	43
63	43
61	46
