0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	41
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	40
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	44
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	0	43
0	0	0	48	41
0	0	0	48	41
0	0	0	48	41
0	0	0	48	41
0	0	0	48	41
0	0	0	48	41
0	0	0	48	41
0	0	0	48	41
0	0	0	48	41
0	0	0	48	41
0	0	0	48	41
0	0	0	48	41
0	0	0	48	41
0	0	0	48	41
0	0	0	48	41
0	0	0	48	41
0	0	0	48	41
0	0	0	48	41
0	0	0	48	41
0	0	0	48	41
0	0	0	48	43
0	0	0	48	43
0	0	0	48	43
0	0	0	48	43
0	0	0	48	43
0	0	0	48	43
0	0	0	48	43
0	0	0	48	43
0	0	0	48	43
0	0	0	48	43
0	0	0	48	43
0	0	0	48	43
0	0	0	48	43
0	0	0	48	43
0	0	0	48	43
0	0	0	48	43
0	0	0	48	43
0	0	0	48	43
0	0	0	48	43
0	0	0	48	43
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	48	44
0	0	0	47	44
0	0	0	47	44
0	0	0	47	44
0	0	0	47	44
0	0	0	47	44
0	0	0	47	44
0	0	0	47	44
0	0	0	47	44
0	0	0	47	44
0	0	0	47	44
0	0	0	47	44
0	0	0	47	44
0	0	0	47	44
0	0	0	47	44
0	0	0	47	44
0	0	0	47	44
0	0	0	47	44
0	0	0	47	44
0	0	0	47	44
0	0	0	47	44
0	0	0	47	43
0	0	0	47	43
0	0	0	47	43
0	0	0	47	43
0	0	0	47	43
0	0	0	47	43
0	0	0	47	43
0	0	0	47	43
0	0	0	47	43
0	0	0	47	43
0	0	0	47	41
0	0	0	47	41
0	0	0	47	41
0	0	0	47	41
0	0	0	47	41
0	0	0	47	41
0	0	0	47	41
0	0	0	47	41
0	0	0	47	41
0	0	0	47	41
0	0	0	51	43
0	0	0	51	43
0	0	0	51	43
0	0	0	51	43
0	0	0	51	43
0	0	0	51	43
0	0	0	51	43
0	0	0	51	43
0	0	0	51	43
0	0	0	51	43
0	0	0	51	43
0	0	0	51	43
0	0	0	51	43
0	0	0	51	43
0	0	0	51	43
0	0	0	51	43
0	0	0	51	43
0	0	0	51	43
0	0	0	51	43
0	0	0	51	43
0	0	0	51	48
0	0	0	51	48
0	0	0	51	48
0	0	0	51	48
0	0	0	51	48
0	0	0	51	48
0	0	0	51	48
0	0	0	51	48
0	0	0	51	48
0	0	0	51	48
0	0	0	51	48
0	0	0	51	48
0	0	0	51	48
0	0	0	51	48
0	0	0	51	48
0	0	0	51	48
0	0	0	51	48
0	0	0	51	48
0	0	0	51	48
0	0	0	51	48
0	0	0	50	41
0	0	0	50	41
0	0	0	50	41
0	0	0	50	41
0	0	0	50	41
0	0	0	50	41
0	0	0	50	41
0	0	0	50	41
0	0	0	50	41
0	0	0	50	41
0	0	0	50	41
0	0	0	50	41
0	0	0	50	41
0	0	0	50	41
0	0	0	50	41
0	0	0	50	41
